,date,team,site,o:team,line,total
0,20171017,Cavaliers,home,Celtics,-3.5,212.5
1,20171017,Celtics,away,Cavaliers,3.5,212.5
2,20171017,Warriors,home,Rockets,-9.0,228.5
3,20171017,Rockets,away,Warriors,9.0,228.5
4,20171018,Celtics,home,Bucks,-2.0,206.0
5,20171018,Bucks,away,Celtics,2.0,206.0
6,20171018,Grizzlies,home,Pelicans,-2.5,205.0
7,20171018,Pelicans,away,Grizzlies,2.5,205.0
8,20171018,Jazz,home,Nuggets,-2.5,205.5
9,20171018,Nuggets,away,Jazz,2.5,205.5
10,20171018,Kings,home,Rockets,7.0,217.5
11,20171018,Rockets,away,Kings,-7.0,217.5
12,20171018,Magic,home,Heat,3.5,205.5
13,20171018,Heat,away,Magic,-3.5,205.5
14,20171018,Mavericks,home,Hawks,-5.5,198.5
15,20171018,Hawks,away,Mavericks,5.5,198.5
16,20171018,Pacers,home,Nets,-3.5,217.0
17,20171018,Nets,away,Pacers,3.5,217.0
18,20171018,Pistons,home,Hornets,-3.0,202.5
19,20171018,Hornets,away,Pistons,3.0,202.5
20,20171018,Spurs,home,Timberwolves,-1.5,205.0
21,20171018,Timberwolves,away,Spurs,1.5,205.0
22,20171018,Suns,home,Trailblazers,2.5,218.5
23,20171018,Trailblazers,away,Suns,-2.5,218.5
24,20171018,Wizards,home,Seventysixers,-6.5,217.5
25,20171018,Seventysixers,away,Wizards,6.5,217.5
26,20171019,Lakers,home,Clippers,6.5,217.5
27,20171019,Clippers,away,Lakers,-6.5,217.5
28,20171019,Raptors,home,Bulls,-13.5,208.0
29,20171019,Bulls,away,Raptors,13.5,208.0
30,20171019,Thunder,home,Knicks,-12.5,213.5
31,20171019,Knicks,away,Thunder,12.5,213.5
32,20171020,Bucks,home,Cavaliers,1.5,209.5
33,20171020,Cavaliers,away,Bucks,-1.5,209.5
34,20171020,Hornets,home,Hawks,-5.5,203.5
35,20171020,Hawks,away,Hornets,5.5,203.5
36,20171020,Mavericks,home,Kings,-5.5,202.5
37,20171020,Kings,away,Mavericks,5.5,202.5
38,20171020,Nets,home,Magic,-2.0,226.0
39,20171020,Magic,away,Nets,2.0,226.0
40,20171020,Pacers,home,Trailblazers,6.0,220.5
41,20171020,Trailblazers,away,Pacers,-6.0,220.5
42,20171020,Pelicans,home,Warriors,8.5,222.0
43,20171020,Warriors,away,Pelicans,-8.5,222.0
44,20171020,Seventysixers,home,Celtics,-2.0,216.5
45,20171020,Celtics,away,Seventysixers,2.0,216.5
46,20171020,Suns,home,Lakers,-3.0,220.0
47,20171020,Lakers,away,Suns,3.0,220.0
48,20171020,Timberwolves,home,Jazz,-4.5,197.5
49,20171020,Jazz,away,Timberwolves,4.5,197.5
50,20171020,Wizards,home,Pistons,-6.0,211.5
51,20171020,Pistons,away,Wizards,6.0,211.5
52,20171021,Bucks,home,Trailblazers,-3.5,213.0
53,20171021,Trailblazers,away,Bucks,3.5,213.0
54,20171021,Bulls,home,Spurs,10.0,200.0
55,20171021,Spurs,away,Bulls,-10.0,200.0
56,20171021,Cavaliers,home,Magic,-11.5,214.5
57,20171021,Magic,away,Cavaliers,11.5,214.5
58,20171021,Clippers,home,Suns,-13.5,220.5
59,20171021,Suns,away,Clippers,13.5,220.5
60,20171021,Grizzlies,home,Warriors,7.5,212.5
61,20171021,Warriors,away,Grizzlies,-7.5,212.5
62,20171021,Heat,home,Pacers,-9.0,213.5
63,20171021,Pacers,away,Heat,9.0,213.5
64,20171021,Jazz,home,Thunder,4.0,200.0
65,20171021,Thunder,away,Jazz,-4.0,200.0
66,20171021,Knicks,home,Pistons,2.0,206.0
67,20171021,Pistons,away,Knicks,-2.0,206.0
68,20171021,Nuggets,home,Kings,-12.0,212.0
69,20171021,Kings,away,Nuggets,12.0,212.0
70,20171021,Raptors,home,Seventysixers,-9.5,218.0
71,20171021,Seventysixers,away,Raptors,9.5,218.0
72,20171021,Rockets,home,Mavericks,-12.5,214.5
73,20171021,Mavericks,away,Rockets,12.5,214.5
74,20171022,Lakers,home,Pelicans,5.0,222.0
75,20171022,Pelicans,away,Lakers,-5.0,222.0
76,20171022,Nets,home,Hawks,-2.5,221.0
77,20171022,Hawks,away,Nets,2.5,221.0
78,20171022,Thunder,home,Timberwolves,-4.0,211.5
79,20171022,Timberwolves,away,Thunder,4.0,211.5
80,20171023,Bucks,home,Hornets,-7.0,201.0
81,20171023,Hornets,away,Bucks,7.0,201.0
82,20171023,Heat,home,Hawks,-11.0,205.0
83,20171023,Hawks,away,Heat,11.0,205.0
84,20171023,Mavericks,home,Warriors,13.5,217.5
85,20171023,Warriors,away,Mavericks,-13.5,217.5
86,20171023,Nuggets,home,Wizards,-3.5,223.0
87,20171023,Wizards,away,Nuggets,3.5,223.0
88,20171023,Pistons,home,Seventysixers,-3.5,214.0
89,20171023,Seventysixers,away,Pistons,3.5,214.0
90,20171023,Rockets,home,Grizzlies,-7.5,211.0
91,20171023,Grizzlies,away,Rockets,7.5,211.0
92,20171023,Spurs,home,Raptors,-3.0,202.0
93,20171023,Raptors,away,Spurs,3.0,202.0
94,20171023,Suns,home,Kings,1.0,209.0
95,20171023,Kings,away,Suns,-1.0,209.0
96,20171024,Cavaliers,home,Bulls,-14.5,208.0
97,20171024,Bulls,away,Cavaliers,14.5,208.0
98,20171024,Celtics,home,Knicks,-8.5,206.5
99,20171024,Knicks,away,Celtics,8.5,206.5
100,20171024,Clippers,home,Jazz,-5.0,196.5
101,20171024,Jazz,away,Clippers,5.0,196.5
102,20171024,Magic,home,Nets,-4.5,229.5
103,20171024,Nets,away,Magic,4.5,229.5
104,20171024,Timberwolves,home,Pacers,-10.5,219.5
105,20171024,Pacers,away,Timberwolves,10.5,219.5
106,20171024,Trailblazers,home,Pelicans,-5.0,217.0
107,20171024,Pelicans,away,Trailblazers,5.0,217.0
108,20171025,Heat,home,Spurs,3.5,196.5
109,20171025,Spurs,away,Heat,-3.5,196.5
110,20171025,Hornets,home,Nuggets,1.5,211.0
111,20171025,Nuggets,away,Hornets,-1.5,211.0
112,20171025,Lakers,home,Wizards,5.5,228.5
113,20171025,Wizards,away,Lakers,-5.5,228.5
114,20171025,Mavericks,home,Grizzlies,3.0,197.0
115,20171025,Grizzlies,away,Mavericks,-3.0,197.0
116,20171025,Nets,home,Cavaliers,7.0,224.0
117,20171025,Cavaliers,away,Nets,-7.0,224.0
118,20171025,Pistons,home,Timberwolves,-3.0,209.0
119,20171025,Timberwolves,away,Pistons,3.0,209.0
120,20171025,Seventysixers,home,Rockets,3.0,220.0
121,20171025,Rockets,away,Seventysixers,-3.0,220.0
122,20171025,Suns,home,Jazz,7.0,203.5
123,20171025,Jazz,away,Suns,-7.0,203.5
124,20171025,Thunder,home,Pacers,-14.0,217.0
125,20171025,Pacers,away,Thunder,14.0,217.0
126,20171025,Warriors,home,Raptors,-12.0,228.5
127,20171025,Raptors,away,Warriors,12.0,228.5
128,20171026,Bucks,home,Celtics,-4.0,205.5
129,20171026,Celtics,away,Bucks,4.0,205.5
130,20171026,Bulls,home,Hawks,-2.5,200.0
131,20171026,Hawks,away,Bulls,2.5,200.0
132,20171026,Grizzlies,home,Mavericks,-7.5,195.0
133,20171026,Mavericks,away,Grizzlies,7.5,195.0
134,20171026,Kings,home,Pelicans,0.0,206.0
135,20171026,Pelicans,away,Kings,0.0,206.0
136,20171026,Trailblazers,home,Clippers,-1.0,211.5
137,20171026,Clippers,away,Trailblazers,1.0,211.5
138,20171027,Hawks,home,Nuggets,7.0,207.5
139,20171027,Nuggets,away,Hawks,-7.0,207.5
140,20171027,Hornets,home,Rockets,3.0,212.5
141,20171027,Rockets,away,Hornets,-3.0,212.5
142,20171027,Knicks,home,Nets,-2.0,220.5
143,20171027,Nets,away,Knicks,2.0,220.5
144,20171027,Lakers,home,Raptors,6.0,221.0
145,20171027,Raptors,away,Lakers,-6.0,221.0
146,20171027,Magic,home,Spurs,5.0,206.5
147,20171027,Spurs,away,Magic,-5.0,206.5
148,20171027,Timberwolves,home,Thunder,2.0,218.5
149,20171027,Thunder,away,Timberwolves,-2.0,218.5
150,20171027,Warriors,home,Wizards,-12.0,230.5
151,20171027,Wizards,away,Warriors,12.0,230.5
152,20171028,Bulls,home,Thunder,9.0,203.5
153,20171028,Thunder,away,Bulls,-9.0,203.5
154,20171028,Clippers,home,Pistons,-7.5,206.5
155,20171028,Pistons,away,Clippers,7.5,206.5
156,20171028,Grizzlies,home,Rockets,-2.0,203.0
157,20171028,Rockets,away,Grizzlies,2.0,203.0
158,20171028,Heat,home,Celtics,1.5,204.5
159,20171028,Celtics,away,Heat,-1.5,204.5
160,20171028,Jazz,home,Lakers,-11.0,202.0
161,20171028,Lakers,away,Jazz,11.0,202.0
162,20171028,Mavericks,home,Seventysixers,1.0,207.0
163,20171028,Seventysixers,away,Mavericks,-1.0,207.0
164,20171028,Pelicans,home,Cavaliers,2.5,219.5
165,20171028,Cavaliers,away,Pelicans,-2.5,219.5
166,20171028,Trailblazers,home,Suns,-11.0,219.5
167,20171028,Suns,away,Trailblazers,11.0,219.5
168,20171029,Cavaliers,home,Knicks,-10.5,208.5
169,20171029,Knicks,away,Cavaliers,10.5,208.5
170,20171029,Hawks,home,Bucks,5.5,203.5
171,20171029,Bucks,away,Hawks,-5.5,203.5
172,20171029,Hornets,home,Magic,-3.5,211.5
173,20171029,Magic,away,Hornets,3.5,211.5
174,20171029,Kings,home,Wizards,5.0,210.0
175,20171029,Wizards,away,Kings,-5.0,210.0
176,20171029,Nets,home,Nuggets,4.5,222.0
177,20171029,Nuggets,away,Nets,-4.5,222.0
178,20171029,Pacers,home,Spurs,6.5,206.0
179,20171029,Spurs,away,Pacers,-6.5,206.0
180,20171029,Warriors,home,Pistons,-13.0,222.0
181,20171029,Pistons,away,Warriors,13.0,222.0
182,20171030,Celtics,home,Spurs,-3.5,195.0
183,20171030,Spurs,away,Celtics,3.5,195.0
184,20171030,Clippers,home,Warriors,6.0,223.0
185,20171030,Warriors,away,Clippers,-6.0,223.0
186,20171030,Grizzlies,home,Hornets,-6.0,194.5
187,20171030,Hornets,away,Grizzlies,6.0,194.5
188,20171030,Heat,home,Timberwolves,3.0,216.5
189,20171030,Timberwolves,away,Heat,-3.0,216.5
190,20171030,Jazz,home,Mavericks,-8.5,190.5
191,20171030,Mavericks,away,Jazz,8.5,190.5
192,20171030,Knicks,home,Nuggets,4.0,211.0
193,20171030,Nuggets,away,Knicks,-4.0,211.0
194,20171030,Pelicans,home,Magic,-7.5,223.0
195,20171030,Magic,away,Pelicans,7.5,223.0
196,20171030,Rockets,home,Seventysixers,-6.5,218.0
197,20171030,Seventysixers,away,Rockets,6.5,218.0
198,20171030,Trailblazers,home,Raptors,-2.5,212.0
199,20171030,Raptors,away,Trailblazers,2.5,212.0
200,20171031,Bucks,home,Thunder,2.0,209.5
201,20171031,Thunder,away,Bucks,-2.0,209.5
202,20171031,Lakers,home,Pistons,3.0,207.5
203,20171031,Pistons,away,Lakers,-3.0,207.5
204,20171031,Nets,home,Suns,-4.5,231.0
205,20171031,Suns,away,Nets,4.5,231.0
206,20171031,Pacers,home,Kings,-5.5,207.0
207,20171031,Kings,away,Pacers,5.5,207.0
208,20171101,Cavaliers,home,Pacers,-10.0,217.5
209,20171101,Pacers,away,Cavaliers,10.0,217.5
210,20171101,Celtics,home,Kings,-12.5,198.5
211,20171101,Kings,away,Celtics,12.5,198.5
212,20171101,Clippers,home,Mavericks,-10.5,207.0
213,20171101,Mavericks,away,Clippers,10.5,207.0
214,20171101,Grizzlies,home,Magic,-3.0,204.5
215,20171101,Magic,away,Grizzlies,3.0,204.5
216,20171101,Heat,home,Bulls,-9.5,197.0
217,20171101,Bulls,away,Heat,9.5,197.0
218,20171101,Hornets,home,Bucks,-4.0,204.0
219,20171101,Bucks,away,Hornets,4.0,204.0
220,20171101,Jazz,home,Trailblazers,-4.0,194.5
221,20171101,Trailblazers,away,Jazz,4.0,194.5
222,20171101,Knicks,home,Rockets,6.0,215.0
223,20171101,Rockets,away,Knicks,-6.0,215.0
224,20171101,Nuggets,home,Raptors,-1.5,217.0
225,20171101,Raptors,away,Nuggets,1.5,217.0
226,20171101,Pelicans,home,Timberwolves,-1.0,224.0
227,20171101,Timberwolves,away,Pelicans,1.0,224.0
228,20171101,Seventysixers,home,Hawks,-9.0,211.0
229,20171101,Hawks,away,Seventysixers,9.0,211.0
230,20171101,Wizards,home,Suns,-11.0,227.5
231,20171101,Suns,away,Wizards,11.0,227.5
232,20171102,Spurs,home,Warriors,8.0,216.5
233,20171102,Warriors,away,Spurs,-8.0,216.5
234,20171102,Trailblazers,home,Lakers,-6.5,210.5
235,20171102,Lakers,away,Trailblazers,6.5,210.5
236,20171103,Hawks,home,Rockets,9.0,214.0
237,20171103,Rockets,away,Hawks,-9.0,214.0
238,20171103,Jazz,home,Raptors,-1.5,195.5
239,20171103,Raptors,away,Jazz,1.5,195.5
240,20171103,Knicks,home,Suns,-4.5,222.5
241,20171103,Suns,away,Knicks,4.5,222.5
242,20171103,Lakers,home,Nets,-3.0,227.0
243,20171103,Nets,away,Lakers,3.0,227.0
244,20171103,Magic,home,Bulls,-8.0,204.5
245,20171103,Bulls,away,Magic,8.0,204.5
246,20171103,Mavericks,home,Pelicans,4.5,211.0
247,20171103,Pelicans,away,Mavericks,-4.5,211.0
248,20171103,Nuggets,home,Heat,-5.5,213.5
249,20171103,Heat,away,Nuggets,5.5,213.5
250,20171103,Pistons,home,Bucks,-2.0,204.5
251,20171103,Bucks,away,Pistons,2.0,204.5
252,20171103,Seventysixers,home,Pacers,-5.5,220.0
253,20171103,Pacers,away,Seventysixers,5.5,220.0
254,20171103,Spurs,home,Hornets,-4.5,199.5
255,20171103,Hornets,away,Spurs,4.5,199.5
256,20171103,Thunder,home,Celtics,-5.5,204.5
257,20171103,Celtics,away,Thunder,5.5,204.5
258,20171103,Wizards,home,Cavaliers,-3.5,225.0
259,20171103,Cavaliers,away,Wizards,3.5,225.0
260,20171104,Bulls,home,Pelicans,6.5,199.5
261,20171104,Pelicans,away,Bulls,-6.5,199.5
262,20171104,Clippers,home,Grizzlies,-5.0,200.0
263,20171104,Grizzlies,away,Clippers,5.0,200.0
264,20171104,Nuggets,home,Warriors,9.0,228.5
265,20171104,Warriors,away,Nuggets,-9.0,228.5
266,20171104,Pistons,home,Kings,-9.0,194.0
267,20171104,Kings,away,Pistons,9.0,194.0
268,20171104,Timberwolves,home,Mavericks,-12.5,213.5
269,20171104,Mavericks,away,Timberwolves,12.5,213.5
270,20171105,Cavaliers,home,Hawks,-11.5,221.0
271,20171105,Hawks,away,Cavaliers,11.5,221.0
272,20171105,Clippers,home,Heat,-5.0,205.0
273,20171105,Heat,away,Clippers,5.0,205.0
274,20171105,Knicks,home,Pacers,-1.5,215.0
275,20171105,Pacers,away,Knicks,1.5,215.0
276,20171105,Lakers,home,Grizzlies,1.5,207.0
277,20171105,Grizzlies,away,Lakers,-1.5,207.0
278,20171105,Magic,home,Celtics,3.5,208.0
279,20171105,Celtics,away,Magic,-3.5,208.0
280,20171105,Raptors,home,Wizards,-5.5,214.0
281,20171105,Wizards,away,Raptors,5.5,214.0
282,20171105,Rockets,home,Jazz,-7.0,204.0
283,20171105,Jazz,away,Rockets,7.0,204.0
284,20171105,Spurs,home,Suns,-10.5,210.5
285,20171105,Suns,away,Spurs,10.5,210.5
286,20171105,Timberwolves,home,Hornets,-5.5,216.5
287,20171105,Hornets,away,Timberwolves,5.5,216.5
288,20171105,Trailblazers,home,Thunder,2.5,209.5
289,20171105,Thunder,away,Trailblazers,-2.5,209.5
290,20171106,Hawks,home,Celtics,8.0,205.0
291,20171106,Celtics,away,Hawks,-8.0,205.0
292,20171106,Suns,home,Nets,0.0,234.0
293,20171106,Nets,away,Suns,0.0,234.0
294,20171106,Warriors,home,Heat,-16.0,223.5
295,20171106,Heat,away,Warriors,16.0,223.5
296,20171107,Cavaliers,home,Bucks,-5.0,221.0
297,20171107,Bucks,away,Cavaliers,5.0,221.0
298,20171107,Jazz,home,Seventysixers,-6.5,204.0
299,20171107,Seventysixers,away,Jazz,6.5,204.0
300,20171107,Kings,home,Thunder,11.0,202.5
301,20171107,Thunder,away,Kings,-11.0,202.5
302,20171107,Knicks,home,Hornets,2.0,208.5
303,20171107,Hornets,away,Knicks,-2.0,208.5
304,20171107,Nuggets,home,Nets,-12.0,229.5
305,20171107,Nets,away,Nuggets,12.0,229.5
306,20171107,Pacers,home,Pelicans,1.5,218.0
307,20171107,Pelicans,away,Pacers,-1.5,218.0
308,20171107,Raptors,home,Bulls,-11.0,202.5
309,20171107,Bulls,away,Raptors,11.0,202.5
310,20171107,Spurs,home,Clippers,-4.0,203.5
311,20171107,Clippers,away,Spurs,4.0,203.5
312,20171107,Trailblazers,home,Grizzlies,-3.0,201.5
313,20171107,Grizzlies,away,Trailblazers,3.0,201.5
314,20171107,Wizards,home,Mavericks,-10.0,213.0
315,20171107,Mavericks,away,Wizards,10.0,213.0
316,20171108,Celtics,home,Lakers,-8.5,210.5
317,20171108,Lakers,away,Celtics,8.5,210.5
318,20171108,Magic,home,Knicks,-8.5,214.0
319,20171108,Knicks,away,Magic,8.5,214.0
320,20171108,Pistons,home,Pacers,-7.0,210.0
321,20171108,Pacers,away,Pistons,7.0,210.0
322,20171108,Suns,home,Heat,6.5,215.5
323,20171108,Heat,away,Suns,-6.5,215.5
324,20171108,Warriors,home,Timberwolves,-10.5,227.0
325,20171108,Timberwolves,away,Warriors,10.5,227.0
326,20171109,Kings,home,Seventysixers,6.5,207.0
327,20171109,Seventysixers,away,Kings,-6.5,207.0
328,20171109,Nuggets,home,Thunder,1.0,214.5
329,20171109,Thunder,away,Nuggets,-1.0,214.5
330,20171109,Raptors,home,Pelicans,-5.0,216.0
331,20171109,Pelicans,away,Raptors,5.0,216.0
332,20171109,Rockets,home,Cavaliers,-5.0,229.0
333,20171109,Cavaliers,away,Rockets,5.0,229.0
334,20171109,Wizards,home,Lakers,-10.5,222.0
335,20171109,Lakers,away,Wizards,10.5,222.0
336,20171110,Bulls,home,Pacers,4.0,203.0
337,20171110,Pacers,away,Bulls,-4.0,203.0
338,20171110,Celtics,home,Hornets,-3.5,204.0
339,20171110,Hornets,away,Celtics,3.5,204.0
340,20171110,Jazz,home,Heat,-2.5,194.0
341,20171110,Heat,away,Jazz,2.5,194.0
342,20171110,Pistons,home,Hawks,-7.5,209.0
343,20171110,Hawks,away,Pistons,7.5,209.0
344,20171110,Spurs,home,Bucks,-4.5,204.5
345,20171110,Bucks,away,Spurs,4.5,204.5
346,20171110,Suns,home,Magic,4.0,227.0
347,20171110,Magic,away,Suns,-4.0,227.0
348,20171110,Thunder,home,Clippers,-6.0,210.0
349,20171110,Clippers,away,Thunder,6.0,210.0
350,20171110,Trailblazers,home,Nets,-8.5,218.5
351,20171110,Nets,away,Trailblazers,8.5,218.5
352,20171111,Bucks,home,Lakers,-6.5,215.0
353,20171111,Lakers,away,Bucks,6.5,215.0
354,20171111,Jazz,home,Nets,-8.0,209.0
355,20171111,Nets,away,Jazz,8.0,209.0
356,20171111,Knicks,home,Kings,-6.5,203.5
357,20171111,Kings,away,Knicks,6.5,203.5
358,20171111,Mavericks,home,Cavaliers,6.0,216.0
359,20171111,Cavaliers,away,Mavericks,-6.0,216.0
360,20171111,Nuggets,home,Magic,-8.5,218.5
361,20171111,Magic,away,Nuggets,8.5,218.5
362,20171111,Pelicans,home,Clippers,-6.0,214.5
363,20171111,Clippers,away,Pelicans,6.0,214.5
364,20171111,Rockets,home,Grizzlies,-6.5,210.5
365,20171111,Grizzlies,away,Rockets,6.5,210.5
366,20171111,Spurs,home,Bulls,-11.5,193.0
367,20171111,Bulls,away,Spurs,11.5,193.0
368,20171111,Suns,home,Timberwolves,9.0,228.5
369,20171111,Timberwolves,away,Suns,-9.0,228.5
370,20171111,Warriors,home,Seventysixers,-14.0,231.0
371,20171111,Seventysixers,away,Warriors,14.0,231.0
372,20171111,Wizards,home,Hawks,-11.0,217.5
373,20171111,Hawks,away,Wizards,11.0,217.5
374,20171112,Celtics,home,Raptors,2.5,200.5
375,20171112,Raptors,away,Celtics,-2.5,200.5
376,20171112,Pacers,home,Rockets,3.5,223.0
377,20171112,Rockets,away,Pacers,-3.5,223.0
378,20171112,Pistons,home,Heat,-3.5,202.0
379,20171112,Heat,away,Pistons,3.5,202.0
380,20171112,Thunder,home,Mavericks,-11.5,208.0
381,20171112,Mavericks,away,Thunder,11.5,208.0
382,20171113,Bucks,home,Grizzlies,-4.0,203.0
383,20171113,Grizzlies,away,Bucks,4.0,203.0
384,20171113,Clippers,home,Seventysixers,-2.0,218.5
385,20171113,Seventysixers,away,Clippers,2.0,218.5
386,20171113,Jazz,home,Timberwolves,4.0,207.5
387,20171113,Timberwolves,away,Jazz,-4.0,207.5
388,20171113,Knicks,home,Cavaliers,4.0,219.0
389,20171113,Cavaliers,away,Knicks,-4.0,219.0
390,20171113,Pelicans,home,Hawks,-9.0,217.0
391,20171113,Hawks,away,Pelicans,9.0,217.0
392,20171113,Suns,home,Lakers,-1.0,226.5
393,20171113,Lakers,away,Suns,1.0,226.5
394,20171113,Trailblazers,home,Nuggets,-1.5,210.5
395,20171113,Nuggets,away,Trailblazers,1.5,210.5
396,20171113,Warriors,home,Magic,-13.0,229.0
397,20171113,Magic,away,Warriors,13.0,229.0
398,20171113,Wizards,home,Kings,-11.5,208.5
399,20171113,Kings,away,Wizards,11.5,208.5
400,20171114,Mavericks,home,Spurs,6.5,200.5
401,20171114,Spurs,away,Mavericks,-6.5,200.5
402,20171114,Nets,home,Celtics,7.0,210.0
403,20171114,Celtics,away,Nets,-7.0,210.0
404,20171114,Rockets,home,Raptors,-6.5,219.5
405,20171114,Raptors,away,Rockets,6.5,219.5
406,20171115,Bucks,home,Pistons,-4.5,205.0
407,20171115,Pistons,away,Bucks,4.5,205.0
408,20171115,Grizzlies,home,Pacers,-3.0,206.5
409,20171115,Pacers,away,Grizzlies,3.0,206.5
410,20171115,Hawks,home,Kings,-5.0,205.5
411,20171115,Kings,away,Hawks,5.0,205.5
412,20171115,Heat,home,Wizards,-1.0,210.5
413,20171115,Wizards,away,Heat,1.0,210.5
414,20171115,Hornets,home,Cavaliers,2.0,219.0
415,20171115,Cavaliers,away,Hornets,-2.0,219.0
416,20171115,Knicks,home,Jazz,-4.0,204.0
417,20171115,Jazz,away,Knicks,4.0,204.0
418,20171115,Lakers,home,Seventysixers,3.5,220.0
419,20171115,Seventysixers,away,Lakers,-3.5,220.0
420,20171115,Pelicans,home,Raptors,-3.0,219.0
421,20171115,Raptors,away,Pelicans,3.0,219.0
422,20171115,Thunder,home,Bulls,-12.5,201.0
423,20171115,Bulls,away,Thunder,12.5,201.0
424,20171115,Timberwolves,home,Spurs,-5.0,207.5
425,20171115,Spurs,away,Timberwolves,5.0,207.5
426,20171115,Trailblazers,home,Magic,-5.0,210.0
427,20171115,Magic,away,Trailblazers,5.0,210.0
428,20171116,Celtics,home,Warriors,7.5,217.0
429,20171116,Warriors,away,Celtics,-7.5,217.0
430,20171116,Suns,home,Rockets,13.0,228.0
431,20171116,Rockets,away,Suns,-13.0,228.0
432,20171117,Bulls,home,Hornets,6.5,198.0
433,20171117,Hornets,away,Bulls,-6.5,198.0
434,20171117,Cavaliers,home,Clippers,-6.5,222.0
435,20171117,Clippers,away,Cavaliers,6.5,222.0
436,20171117,Kings,home,Trailblazers,7.0,198.5
437,20171117,Trailblazers,away,Kings,-7.0,198.5
438,20171117,Lakers,home,Suns,-6.5,227.5
439,20171117,Suns,away,Lakers,6.5,227.5
440,20171117,Mavericks,home,Timberwolves,6.5,212.5
441,20171117,Timberwolves,away,Mavericks,-6.5,212.5
442,20171117,Nets,home,Jazz,1.5,208.0
443,20171117,Jazz,away,Nets,-1.5,208.0
444,20171117,Nuggets,home,Pelicans,-4.5,220.0
445,20171117,Pelicans,away,Nuggets,4.5,220.0
446,20171117,Pacers,home,Pistons,0.0,209.5
447,20171117,Pistons,away,Pacers,-0.0,209.5
448,20171117,Raptors,home,Knicks,-8.0,217.5
449,20171117,Knicks,away,Raptors,8.0,217.5
450,20171117,Spurs,home,Thunder,1.0,197.5
451,20171117,Thunder,away,Spurs,-1.0,197.5
452,20171117,Wizards,home,Heat,-5.0,207.5
453,20171117,Heat,away,Wizards,5.0,207.5
454,20171118,Grizzlies,home,Rockets,8.0,213.5
455,20171118,Rockets,away,Grizzlies,-8.0,213.5
456,20171118,Hawks,home,Celtics,6.5,203.0
457,20171118,Celtics,away,Hawks,-6.5,203.0
458,20171118,Hornets,home,Clippers,-5.0,212.0
459,20171118,Clippers,away,Hornets,5.0,212.0
460,20171118,Magic,home,Jazz,-6.0,207.5
461,20171118,Jazz,away,Magic,6.0,207.5
462,20171118,Mavericks,home,Bucks,6.0,202.5
463,20171118,Bucks,away,Mavericks,-6.0,202.5
464,20171118,Seventysixers,home,Warriors,8.5,232.0
465,20171118,Warriors,away,Seventysixers,-8.5,232.0
466,20171118,Trailblazers,home,Kings,-12.0,193.0
467,20171118,Kings,away,Trailblazers,12.0,193.0
468,20171119,Heat,home,Pacers,-5.5,206.0
469,20171119,Pacers,away,Heat,5.5,206.0
470,20171119,Lakers,home,Nuggets,4.5,222.5
471,20171119,Nuggets,away,Lakers,-4.5,222.5
472,20171119,Nets,home,Warriors,11.5,232.0
473,20171119,Warriors,away,Nets,-11.5,232.0
474,20171119,Raptors,home,Wizards,-6.0,209.5
475,20171119,Wizards,away,Raptors,6.0,209.5
476,20171119,Suns,home,Bulls,-3.0,215.5
477,20171119,Bulls,away,Suns,3.0,215.5
478,20171119,Timberwolves,home,Pistons,-6.0,208.5
479,20171119,Pistons,away,Timberwolves,6.0,208.5
480,20171120,Bucks,home,Wizards,-3.5,207.5
481,20171120,Wizards,away,Bucks,3.5,207.5
482,20171120,Grizzlies,home,Trailblazers,1.5,194.0
483,20171120,Trailblazers,away,Grizzlies,-1.5,194.0
484,20171120,Hornets,home,Timberwolves,-2.0,213.5
485,20171120,Timberwolves,away,Hornets,2.0,213.5
486,20171120,Kings,home,Nuggets,7.0,209.0
487,20171120,Nuggets,away,Kings,-7.0,209.0
488,20171120,Knicks,home,Clippers,0.0,208.5
489,20171120,Clippers,away,Knicks,-0.0,208.5
490,20171120,Magic,home,Pacers,-3.5,219.0
491,20171120,Pacers,away,Magic,3.5,219.0
492,20171120,Mavericks,home,Celtics,7.5,200.0
493,20171120,Celtics,away,Mavericks,-7.5,200.0
494,20171120,Pelicans,home,Thunder,2.5,214.0
495,20171120,Thunder,away,Pelicans,-2.5,214.0
496,20171120,Pistons,home,Cavaliers,2.5,216.0
497,20171120,Cavaliers,away,Pistons,-2.5,216.0
498,20171120,Seventysixers,home,Jazz,-7.0,210.0
499,20171120,Jazz,away,Seventysixers,7.0,210.0
500,20171120,Spurs,home,Hawks,-9.5,201.5
501,20171120,Hawks,away,Spurs,9.5,201.5
502,20171121,Lakers,home,Bulls,-6.0,210.0
503,20171121,Bulls,away,Lakers,6.0,210.0
504,20171122,Cavaliers,home,Nets,-11.0,228.0
505,20171122,Nets,away,Cavaliers,11.0,228.0
506,20171122,Grizzlies,home,Mavericks,-5.5,197.5
507,20171122,Mavericks,away,Grizzlies,5.5,197.5
508,20171122,Hawks,home,Clippers,3.0,210.0
509,20171122,Clippers,away,Hawks,-3.0,210.0
510,20171122,Heat,home,Celtics,2.0,196.0
511,20171122,Celtics,away,Heat,-2.0,196.0
512,20171122,Hornets,home,Wizards,-3.0,210.5
513,20171122,Wizards,away,Hornets,3.0,210.5
514,20171122,Jazz,home,Bulls,-8.5,196.5
515,20171122,Bulls,away,Jazz,8.5,196.5
516,20171122,Kings,home,Lakers,1.0,208.0
